Open,High,Low,Close,Vol.,Change %
20.0,20.25,19.8,20.0,12.41M,0.00%
20.0,20.5,20.0,20.0,12.20M,0.00%
20.25,20.5,19.9,20.0,58.73M,0.00%
19.9,20.25,19.85,19.95,5.90M,-0.25%
19.0,19.0,18.0,18.4,5.36M,-7.77%
18.5,19.0,18.5,18.85,4.87M,2.45%
18.95,19.1,18.8,19.0,57.67M,0.80%
19.0,19.05,18.9,19.0,6.43M,0.00%
19.0,19.5,18.95,19.0,3.64M,0.00%
19.0,19.3,18.65,19.0,8.09M,0.00%
18.9,19.0,18.7,18.9,6.34M,-0.53%
18.85,19.0,18.75,18.9,1.71M,0.00%
19.0,19.0,18.75,18.9,2.72M,0.00%
18.9,19.2,18.9,19.0,2.17M,0.53%
19.05,19.3,19.05,19.15,5.39M,0.79%
19.05,19.4,19.0,19.35,10.81M,1.04%
19.5,19.5,19.0,19.4,106.20M,0.26%
19.2,19.55,19.2,19.4,1.50M,0.00%
19.55,19.7,19.2,19.5,1.12M,0.52%
19.55,19.8,19.55,19.7,53.64M,1.03%
19.7,20.0,19.2,19.95,7.41M,1.27%
19.2,19.95,19.2,19.85,939.80K,-0.50%
19.7,20.0,19.7,19.95,16.35M,0.50%
19.9,20.5,19.7,20.0,7.98M,0.25%
20.0,20.25,20.0,20.0,8.62M,0.00%
20.0,20.25,19.95,20.0,4.78M,0.00%
20.0,20.25,19.9,19.95,3.65M,-0.25%
19.95,20.5,19.95,20.25,3.91M,1.50%
20.25,20.5,20.0,20.25,37.95M,0.00%
20.25,20.75,19.95,20.0,9.58M,-1.23%
20.0,20.0,19.5,19.9,3.60M,-0.50%
19.75,20.25,19.75,19.95,6.40M,0.25%
19.85,20.25,19.85,19.95,495.00K,0.00%
20.0,20.0,19.8,19.85,3.70M,-0.50%
19.85,19.85,19.7,19.75,909.50K,-0.50%
19.75,19.8,19.55,19.7,1.85M,-0.25%
19.75,19.85,19.65,19.7,17.66M,0.00%
19.7,20.25,19.7,20.0,4.94M,1.52%
20.0,20.25,19.8,20.0,1.57M,0.00%
20.0,20.25,19.95,20.0,8.90M,0.00%
20.0,20.0,19.9,19.95,6.14M,-0.25%
20.0,20.0,19.8,19.9,628.50K,-0.25%
19.9,19.95,19.75,19.85,4.52M,-0.25%
19.9,21.25,19.75,20.25,4.06M,2.02%
20.0,21.0,20.0,20.75,4.07M,2.47%
20.75,21.5,20.75,21.25,21.77M,2.41%
21.25,21.75,20.75,21.25,18.37M,0.00%
21.5,21.5,21.0,21.0,5.74M,-1.18%
20.75,21.0,20.5,20.75,16.02M,-1.19%
20.75,20.75,19.65,20.25,7.08M,-2.41%
20.25,21.0,20.25,20.75,3.93M,2.47%
21.0,21.0,20.5,20.75,8.73M,0.00%
21.0,21.0,20.25,20.25,3.33M,-2.41%
20.25,20.75,20.0,20.25,3.41M,0.00%
20.0,21.0,20.0,20.5,4.93M,1.23%
20.75,21.5,20.25,20.5,8.05M,0.00%
20.75,20.75,20.0,20.0,2.02M,-2.44%
20.0,20.25,19.9,20.0,10.28M,0.00%
20.0,20.25,19.95,19.95,12.83M,-0.25%
20.0,20.25,19.95,20.0,12.87M,0.25%
20.0,20.25,19.9,19.95,17.76M,-0.25%
19.9,20.0,19.8,19.9,450.20K,-0.25%
19.95,19.95,19.7,19.85,6.25M,-0.25%
19.9,19.95,19.7,19.85,14.56M,0.00%
19.85,20.0,19.85,19.9,24.81M,0.25%
19.9,20.25,19.9,20.0,7.03M,0.50%
20.0,20.25,19.9,19.95,9.74M,-0.25%
19.9,20.0,19.85,19.9,4.02M,-0.25%
19.85,19.95,19.75,19.8,5.77M,-0.50%
19.85,19.85,19.65,19.7,3.50M,-0.51%
19.6,19.7,18.95,19.35,6.49M,-1.78%
20.0,20.0,18.9,19.0,2.61M,-1.81%
18.95,19.0,18.8,18.9,7.99M,-0.53%
18.85,19.5,18.5,18.9,3.56M,0.00%
19.0,19.0,18.65,18.75,2.00M,-0.79%
18.75,18.9,18.6,18.75,11.32M,0.00%
18.8,19.3,18.6,19.0,7.67M,1.33%
19.2,19.2,18.8,19.0,21.73M,0.00%
19.0,19.15,18.9,19.0,6.27M,0.00%
19.0,19.5,19.0,19.45,5.92M,2.37%
19.1,19.6,19.1,19.5,3.74M,0.26%
19.7,19.7,19.1,19.25,6.53M,-1.28%
19.5,19.5,19.0,19.05,6.07M,-1.04%
19.1,19.2,19.0,19.15,6.06M,0.52%
18.9,19.2,18.9,19.0,10.11M,-0.78%
19.0,19.05,18.9,19.0,2.62M,0.00%
19.0,19.0,18.6,18.8,12.90M,-1.05%
18.9,19.0,18.5,18.6,28.02M,-1.06%
18.8,18.8,18.45,18.5,18.45M,-0.54%
18.6,18.6,17.8,18.2,14.40M,-1.62%
18.5,18.5,17.95,18.0,16.38M,-1.10%
17.9,18.0,17.85,17.95,12.90M,-0.28%
17.95,18.0,17.85,17.95,21.49M,0.00%
17.95,18.0,17.85,17.95,3.72M,0.00%
18.0,18.0,17.9,17.95,5.47M,0.00%
17.95,18.3,17.85,18.05,29.11M,0.56%
18.15,18.3,18.1,18.15,17.57M,0.55%
18.15,18.3,18.1,18.15,10.78M,0.00%
18.1,18.3,18.05,18.2,974.90K,0.28%
18.3,19.0,18.15,18.2,12.38M,0.00%
18.2,18.25,18.15,18.2,3.38M,0.00%
18.2,18.35,18.15,18.25,6.20M,0.27%
18.25,18.5,18.2,18.4,9.78M,0.82%
18.25,18.5,18.25,18.35,634.10K,-0.27%
18.45,18.6,18.3,18.5,5.45M,0.82%
18.5,18.7,18.4,18.55,60.48M,0.27%
18.7,19.0,18.55,18.55,3.95M,0.00%
18.7,19.0,18.55,18.65,13.73M,0.54%
18.7,19.2,18.65,18.9,24.38M,1.34%
18.8,19.0,18.3,18.65,9.84M,-1.32%
18.65,18.7,18.1,18.4,17.11M,-1.34%
18.5,18.55,18.05,18.45,25.99M,0.27%
18.5,18.55,18.35,18.5,11.79M,0.27%
18.4,18.5,18.3,18.4,4.31M,-0.54%
18.35,18.5,18.15,18.3,9.68M,-0.54%
18.2,18.3,18.15,18.25,45.46M,-0.27%
18.2,18.4,18.0,18.2,4.70M,-0.27%
18.2,18.25,18.0,18.05,13.19M,-0.82%
18.05,18.1,17.9,18.0,9.69M,-0.28%
18.05,18.05,17.95,18.0,9.93M,0.00%
18.5,18.5,17.95,18.0,31.34M,0.00%
18.0,18.4,17.95,18.0,6.85M,0.00%
18.0,18.15,17.95,18.1,31.61M,0.56%
18.5,18.5,17.7,17.85,2.06M,-1.38%
18.0,18.0,17.7,17.75,2.37M,-0.56%
17.75,17.75,16.55,17.05,3.08M,-3.94%
17.75,17.75,16.85,17.0,20.90M,-0.29%
17.05,17.05,16.8,16.9,1.54M,-0.59%
16.9,17.0,16.75,16.8,1.81M,-0.59%
16.8,16.85,16.5,16.65,5.25M,-0.89%
16.6,16.75,15.95,16.2,13.94M,-2.70%
16.0,16.65,15.9,16.0,44.08M,-1.23%
16.8,17.6,16.3,16.9,16.12M,5.62%
17.05,18.0,17.0,17.35,50.60M,2.66%
17.7,18.9,17.5,18.25,38.12M,5.19%
18.25,18.25,17.5,17.85,7.04M,-2.19%
19.0,19.0,17.5,17.55,9.62M,-1.68%
17.65,18.05,17.6,17.95,6.64M,2.28%
17.75,18.1,17.75,18.0,12.69M,0.28%
18.1,18.25,18.0,18.1,511.90K,0.56%
18.2,18.35,18.0,18.1,11.70M,0.00%
18.15,18.6,18.15,18.35,9.23M,1.38%
18.35,18.7,18.35,18.45,18.87M,0.54%
18.45,18.95,18.45,18.7,13.25M,1.36%
19.05,19.05,18.3,18.6,14.75M,-0.53%
18.3,18.4,17.75,18.05,13.30M,-2.96%
18.0,18.05,17.9,17.95,997.10K,-0.55%
18.0,18.3,17.8,18.0,5.42M,0.28%
18.2,19.0,18.0,18.45,11.26M,2.50%
18.5,19.0,18.0,18.3,26.22M,-0.81%
18.35,19.0,18.3,18.3,9.47M,0.00%
19.0,19.0,18.3,18.6,591.20K,1.64%
18.6,19.75,18.4,18.65,4.88M,0.27%
18.65,19.75,18.65,19.15,2.01M,2.68%
19.8,19.8,19.15,19.25,5.62M,0.52%
19.4,19.65,19.25,19.45,5.07M,1.04%
19.5,19.75,19.5,19.6,76.38M,0.77%
19.65,19.7,19.0,19.15,1.82M,-2.30%
19.2,19.3,19.05,19.2,12.73M,0.26%
19.2,19.25,19.0,19.15,8.64M,-0.26%
19.15,19.2,19.1,19.15,4.40M,0.00%
19.15,19.2,19.05,19.1,2.82M,-0.26%
19.1,19.15,18.7,18.95,12.88M,-0.79%
18.85,19.0,18.85,18.95,6.20M,0.00%
19.0,19.1,18.95,19.0,16.12M,0.26%
19.0,19.6,19.0,19.25,1.57M,1.32%
19.2,19.8,19.2,19.55,7.23M,1.56%
19.6,19.8,19.5,19.6,15.12M,0.26%
19.65,19.95,19.35,19.65,9.37M,0.26%
19.7,20.0,19.7,19.75,11.86M,0.51%
19.8,20.75,19.8,20.5,22.92M,3.80%
20.5,20.75,19.9,20.25,10.20M,-1.22%
22.0,22.0,19.85,20.0,2.24M,-1.23%
20.5,20.75,19.85,20.5,18.46M,2.50%
20.5,20.75,20.25,20.25,6.88M,-1.22%
20.5,20.5,20.25,20.25,2.14M,0.00%
20.25,20.5,20.25,20.25,41.90M,0.00%
20.25,20.5,20.0,20.0,11.88M,-1.23%
20.0,21.0,19.95,20.25,20.13M,1.25%
20.25,20.75,20.0,20.25,28.73M,0.00%
20.25,20.75,20.25,20.5,23.77M,1.23%
20.25,20.75,20.25,20.5,27.50M,0.00%
20.75,21.75,20.75,21.0,8.84M,2.44%
21.25,21.75,21.25,21.5,22.32M,2.38%
21.75,22.0,21.5,21.75,5.86M,1.16%
21.5,21.75,21.25,21.5,3.67M,-1.15%
21.5,21.75,21.0,21.0,10.11M,-2.33%
21.5,23.0,21.5,22.25,37.10M,5.95%
22.5,23.25,22.0,22.5,29.19M,1.12%
22.0,22.75,21.5,22.25,4.78M,-1.11%
22.5,23.5,22.0,22.0,8.92M,-1.12%
22.25,22.5,22.0,22.25,15.21M,1.14%
22.25,22.5,22.0,22.25,2.86M,0.00%
22.5,23.0,22.25,22.75,41.71M,2.25%
22.75,23.25,22.5,22.75,10.49M,0.00%
23.0,24.0,23.0,23.5,21.76M,3.30%
23.25,23.75,23.0,23.0,29.19M,-2.13%
23.25,23.5,23.25,23.25,16.06M,1.09%
23.25,24.0,23.25,23.5,53.21M,1.08%
23.5,23.75,23.0,23.0,3.43M,-2.13%
23.0,23.25,22.5,22.75,16.45M,-1.09%
23.5,23.5,22.5,22.75,10.87M,0.00%
22.75,23.5,22.75,23.25,5.72M,2.20%
23.0,23.5,23.0,23.25,19.26M,0.00%
23.5,23.75,23.25,23.5,5.72M,1.08%
23.5,23.5,23.0,23.25,3.29M,-1.06%
23.75,23.75,23.0,23.0,9.29M,-1.08%
23.0,23.25,22.0,22.75,9.96M,-1.09%
22.75,23.25,22.5,23.0,8.14M,1.10%
23.0,23.25,22.5,23.0,6.86M,0.00%
23.0,23.25,22.5,22.75,9.00M,-1.09%
23.0,23.25,22.0,22.75,13.74M,0.00%
23.0,23.25,23.0,23.0,25.27M,1.10%
23.25,23.25,23.0,23.0,2.47M,0.00%
23.0,23.5,23.0,23.0,23.20M,0.00%
23.0,23.25,22.75,23.0,17.21M,0.00%
23.0,23.25,22.75,23.0,22.78M,0.00%
23.0,23.25,22.75,23.0,1.59M,0.00%
23.0,23.25,23.0,23.0,19.31M,0.00%
23.0,23.25,22.5,23.0,16.76M,0.00%
23.0,23.25,23.0,23.0,13.12M,0.00%
23.0,23.25,23.0,23.0,2.22M,0.00%
23.0,23.5,23.0,23.25,2.76M,1.09%
23.5,23.75,23.25,23.25,2.90M,0.00%
23.5,24.0,23.25,23.5,18.10M,1.08%
23.5,24.25,23.5,23.75,11.13M,1.06%
23.75,24.75,23.5,23.75,6.78M,0.00%
23.75,25.0,23.75,24.5,7.36M,3.16%
24.75,25.0,23.75,24.5,13.02M,0.00%
24.0,24.0,23.5,23.75,23.42M,-3.06%
24.0,24.25,23.75,24.0,12.76M,1.05%
24.25,24.5,23.75,23.75,12.06M,-1.04%
24.25,24.25,23.0,23.5,10.62M,-1.05%
23.5,24.0,23.5,23.5,1.51M,0.00%
23.75,24.25,23.75,23.75,2.21M,1.06%
23.5,24.75,23.5,24.25,356.90K,2.11%
24.5,25.5,23.75,24.5,18.96M,1.03%
24.75,25.5,24.75,25.0,6.75M,2.04%
25.0,25.5,24.0,24.75,11.61M,-1.00%
24.75,25.0,24.25,24.25,14.32M,-2.02%
24.5,24.75,24.0,24.25,1.53M,0.00%
24.0,24.75,24.0,24.25,4.36M,0.00%
24.25,25.0,24.25,24.75,1.49M,2.06%
24.75,25.0,24.75,24.75,2.93M,0.00%
24.75,25.5,24.75,25.0,10.43M,1.01%
25.0,25.75,25.0,25.25,8.73M,1.00%
25.5,27.0,25.5,26.5,14.32M,4.95%
27.0,27.0,26.5,26.75,4.60M,0.94%
26.75,27.25,26.25,26.75,13.51M,0.00%
26.75,26.75,25.5,26.25,9.83M,-1.87%
26.5,26.5,25.25,25.5,10.26M,-2.86%
25.5,25.75,23.0,24.25,44.52M,-4.90%
25.0,25.75,24.0,24.0,53.94M,-1.03%
24.5,25.0,24.25,24.75,1.91M,3.13%
24.75,25.5,24.5,24.75,36.15M,0.00%
25.0,26.0,25.0,25.25,6.67M,2.02%
25.5,26.25,25.5,25.75,1.79M,1.98%
25.75,26.5,25.75,26.0,19.99M,0.97%
27.0,27.0,25.75,26.0,14.71M,0.00%
26.0,26.0,25.0,25.25,10.46M,-2.88%
25.5,25.5,25.25,25.25,7.32M,0.00%
25.25,25.5,25.0,25.25,8.74M,0.00%
24.25,25.0,24.0,24.25,3.67M,-3.96%
24.75,25.5,24.75,25.0,12.37M,3.09%
25.5,25.5,25.0,25.25,7.30M,1.00%
25.5,26.5,25.25,25.75,3.77M,1.98%
25.75,26.0,25.5,25.75,2.61M,0.00%
25.75,26.0,25.75,25.75,6.96M,0.00%
25.75,26.25,25.75,26.0,15.58M,0.97%
25.75,26.0,25.75,25.75,6.92M,-0.96%
25.75,26.0,24.75,25.25,4.73M,-1.94%
25.0,25.0,24.5,24.75,12.33M,-1.98%
24.75,25.0,24.5,24.5,6.22M,-1.01%
24.5,25.75,24.5,25.0,9.33M,2.04%
25.0,25.25,24.75,25.0,1.56M,0.00%
25.0,25.0,24.75,24.75,3.05M,-1.00%
25.0,25.0,24.5,24.75,5.07M,0.00%
25.0,25.25,24.75,25.0,9.48M,1.01%
24.75,25.5,24.75,25.0,1.18M,0.00%
25.0,25.25,24.75,25.0,10.73M,0.00%
25.0,25.25,24.75,24.75,6.13M,-1.00%
25.0,25.25,24.75,25.0,11.96M,1.01%
25.0,25.25,24.5,24.75,951.30K,-1.00%
25.0,25.0,24.25,24.5,17.13M,-1.01%
24.5,24.5,24.0,24.25,13.28M,-1.02%
24.5,24.5,24.0,24.0,2.99M,-1.03%
25.0,25.0,23.75,24.25,23.41M,1.04%
24.25,25.25,24.25,24.75,1.34M,2.06%
25.25,25.5,25.0,25.25,1.83M,2.02%
25.5,25.5,25.0,25.25,2.04M,0.00%
25.0,26.25,25.0,25.5,3.34M,0.99%
25.75,26.25,25.5,25.75,12.49M,0.98%
25.75,26.0,25.0,25.25,18.95M,-1.94%
25.75,26.0,25.0,25.5,4.99M,0.99%
25.75,25.75,24.75,25.0,5.60M,-1.96%
25.0,25.0,24.25,24.5,34.98M,-2.00%
25.0,25.25,24.5,24.75,15.33M,1.02%
24.75,25.0,24.5,24.75,3.15M,0.00%
24.75,25.0,24.5,24.5,8.03M,-1.01%
24.5,24.75,24.0,24.5,25.84M,0.00%
24.5,25.5,24.5,24.5,12.06M,0.00%
24.5,25.25,24.5,25.0,9.96M,2.04%
25.0,25.75,25.0,25.25,6.39M,1.00%
25.25,26.0,25.25,25.5,2.81M,0.99%
25.75,26.0,25.5,25.75,3.96M,0.98%
26.0,27.25,25.75,26.75,7.05M,3.88%
26.75,28.5,26.75,28.0,16.46M,4.67%
28.0,28.5,26.0,26.5,16.34M,-5.36%
28.0,28.0,26.5,26.75,5.21M,0.94%
26.75,28.0,26.75,27.5,5.93M,2.80%
28.0,28.0,27.5,27.5,11.30M,0.00%
27.5,28.0,27.0,27.5,7.09M,0.00%
27.5,27.75,27.0,27.5,12.85M,0.00%
27.5,28.25,27.5,27.5,15.77M,0.00%
27.5,27.75,27.0,27.25,6.55M,-0.91%
26.75,27.75,26.75,27.25,18.98M,0.00%
27.5,28.25,27.0,27.75,14.22M,1.83%
28.0,28.25,27.75,27.75,8.29M,0.00%
28.0,28.25,27.75,28.0,5.90M,0.90%
28.0,28.0,27.5,27.5,25.55M,-1.79%
27.5,27.75,26.75,27.0,19.07M,-1.82%
26.75,27.5,24.5,26.75,11.87M,-0.93%
26.5,27.0,26.0,26.25,7.47M,-1.87%
26.25,26.5,25.75,26.0,23.81M,-0.95%
26.0,26.75,25.75,26.0,24.81M,0.00%
26.5,27.0,26.25,26.5,11.55M,1.92%
26.5,26.75,26.25,26.5,6.60M,0.00%
26.25,26.5,26.0,26.25,7.56M,-0.94%
26.0,26.5,26.0,26.25,10.95M,0.00%
26.25,27.5,26.25,26.75,3.64M,1.90%
26.75,27.0,26.75,26.75,3.90M,0.00%
26.75,27.0,26.75,26.75,8.35M,0.00%
26.75,27.75,26.75,27.0,8.30M,0.93%
27.5,28.5,27.0,28.0,11.04M,3.70%
27.5,28.25,27.5,28.0,6.87M,0.00%
28.0,28.25,27.75,28.0,20.53M,0.00%
27.75,28.0,27.75,27.75,12.92M,-0.89%
27.75,28.25,27.75,27.75,11.14M,0.00%
28.0,28.5,27.75,28.25,2.80M,1.80%
28.5,29.25,28.25,28.75,3.75M,1.77%
29.0,29.5,28.5,29.0,7.30M,0.87%
28.5,29.5,28.5,29.0,10.30M,0.00%
29.5,29.5,29.0,29.25,9.39M,0.86%
29.25,29.75,29.25,29.5,6.59M,0.85%
29.5,29.75,29.0,29.25,8.83M,-0.85%
29.5,29.75,29.25,29.5,16.96M,0.85%
29.5,29.75,29.5,29.5,6.56M,0.00%
29.5,30.0,29.5,29.75,6.59M,0.85%
29.5,30.5,29.5,30.0,26.17M,0.84%
29.75,30.0,29.5,29.75,3.95M,-0.83%
30.0,30.0,29.25,29.75,18.00M,0.00%
29.75,30.0,29.5,29.5,8.89M,-0.84%
29.75,30.0,29.5,29.75,6.15M,0.85%
30.0,30.25,29.75,29.75,3.03M,0.00%
29.75,30.0,29.75,29.75,4.09M,0.00%
29.75,30.0,28.75,29.5,42.11M,-0.84%
29.25,29.25,28.0,28.5,20.68M,-3.39%
28.5,29.5,28.5,29.25,14.17M,2.63%
29.5,29.5,29.0,29.0,12.83M,-0.85%
30.0,30.0,28.0,28.25,1.50M,-2.59%
28.5,29.0,28.25,28.5,6.86M,0.88%
28.75,29.0,28.75,28.75,3.09M,0.88%
28.75,29.25,28.75,28.75,2.71M,0.00%
29.0,29.75,29.0,29.25,4.73M,1.74%
30.0,30.0,29.25,29.25,4.49M,0.00%
29.5,30.5,29.25,29.75,8.75M,1.71%
30.0,30.25,29.0,29.75,15.11M,0.00%
29.5,30.0,29.5,29.5,6.16M,-0.84%
29.5,30.0,29.25,29.5,5.00M,0.00%
29.5,29.75,29.25,29.5,14.51M,0.00%
29.5,30.0,29.25,29.5,7.39M,0.00%
29.75,30.0,29.5,29.75,10.94M,0.85%
29.5,30.0,29.25,29.5,15.25M,-0.84%
30.5,30.5,29.0,29.25,6.13M,-0.85%
29.75,29.75,29.0,29.25,4.36M,0.00%
29.25,29.75,29.25,29.25,7.54M,0.00%
29.25,29.75,29.25,29.5,5.83M,0.85%
29.5,29.75,29.25,29.5,10.43M,0.00%
29.5,29.75,29.0,29.25,18.67M,-0.85%
29.5,29.75,29.25,29.25,6.15M,0.00%
29.5,30.0,29.5,29.75,4.67M,1.71%
29.75,30.0,29.5,29.75,5.99M,0.00%
30.0,30.0,29.5,29.5,9.96M,-0.84%
29.5,29.75,29.5,29.5,4.08M,0.00%
30.0,30.75,29.5,30.0,11.06M,1.69%
30.5,31.25,30.5,30.75,5.72M,2.50%
31.0,31.75,31.0,31.25,17.99M,1.63%
31.0,32.25,31.0,31.75,13.48M,1.60%
32.0,32.25,31.75,31.75,8.33M,0.00%
31.75,31.75,31.25,31.5,4.33M,-0.79%
31.5,31.75,31.0,31.25,4.72M,-0.79%
31.0,31.25,30.5,30.75,4.35M,-1.60%
31.0,31.5,30.5,31.0,11.68M,0.81%
31.0,31.75,31.0,31.25,9.28M,0.81%
31.75,32.75,31.25,32.0,13.50M,2.40%
32.5,33.5,32.5,32.75,8.42M,2.34%
32.75,33.0,32.0,32.25,5.83M,-1.53%
32.25,32.25,31.5,31.75,1.95M,-1.55%
31.75,32.25,31.75,31.75,2.14M,0.00%
31.75,32.5,31.75,32.0,6.11M,0.79%
32.0,32.0,31.25,31.5,4.50M,-1.56%
32.0,32.0,31.0,31.0,2.96M,-1.59%
31.25,31.25,30.25,30.5,117.24M,-1.61%
30.5,30.5,29.5,29.75,11.81M,-2.46%
29.75,30.0,29.25,29.5,20.43M,-0.84%
29.5,29.75,29.0,29.25,22.80M,-0.85%
29.25,29.5,28.75,29.0,15.32M,-0.85%
29.0,29.75,28.25,28.5,12.82M,-1.72%
28.5,29.0,28.0,28.25,17.26M,-0.88%
28.75,29.0,28.25,28.5,22.79M,0.88%
28.75,28.75,28.0,28.25,11.00M,-0.88%
28.5,28.5,28.25,28.25,8.87M,0.00%
28.5,28.5,28.25,28.25,9.96M,0.00%
28.25,28.25,27.0,27.25,18.33M,-3.54%
27.5,27.75,26.75,27.0,27.10M,-0.92%
28.0,29.0,28.0,28.5,37.79M,5.56%
28.5,29.0,28.25,28.5,16.08M,0.00%
28.5,28.5,28.25,28.25,9.46M,-0.88%
28.5,29.5,28.5,29.0,17.88M,2.65%
29.0,29.25,27.75,28.0,14.07M,-3.45%
28.0,28.0,27.5,27.75,6.72M,-0.89%
27.75,28.0,27.0,27.25,6.00M,-1.80%
27.5,28.25,27.0,27.25,22.98M,0.00%
28.25,29.25,28.0,28.5,5.02M,4.59%
29.0,29.5,28.75,29.0,6.49M,1.75%
29.0,29.5,29.0,29.25,6.65M,0.86%
29.25,29.25,29.0,29.0,10.01M,-0.85%
29.0,29.75,29.0,29.25,7.75M,0.86%
29.25,29.5,29.0,29.0,2.71M,-0.85%
29.25,29.5,29.0,29.0,7.64M,0.00%
29.0,29.25,28.5,29.0,8.86M,0.00%
29.0,29.0,28.0,28.75,2.10M,-0.86%
29.0,29.0,28.25,28.5,4.28M,-0.87%
28.5,28.5,28.0,28.25,7.65M,-0.88%
28.75,28.75,28.25,28.25,10.67M,0.00%
28.25,29.0,28.25,28.5,12.15M,0.88%
28.5,29.25,28.5,28.75,2.35M,0.88%
28.75,30.0,28.75,29.5,16.56M,2.61%
29.75,29.75,29.0,29.5,6.31M,0.00%
29.75,29.75,29.25,29.5,1.69M,0.00%
29.75,30.5,29.5,30.0,4.15M,1.69%
30.0,30.5,30.0,30.0,13.45M,0.00%
30.0,30.5,30.0,30.0,7.29M,0.00%
30.0,30.25,29.75,30.0,22.89M,0.00%
30.0,30.25,29.5,29.75,2.12M,-0.83%
29.75,29.75,27.75,28.25,5.66M,-5.04%
28.5,28.5,27.25,27.25,16.08M,-3.54%
27.25,27.75,27.25,27.25,11.72M,0.00%
28.75,28.75,27.25,28.25,13.92M,3.67%
28.5,29.0,28.25,28.5,2.72M,0.88%
28.5,29.5,28.5,29.0,17.60M,1.75%
29.25,30.0,28.75,29.5,16.54M,1.72%
29.75,30.0,29.25,29.75,22.49M,0.85%
29.75,30.0,29.25,29.5,10.56M,-0.84%
29.5,29.75,28.75,29.0,9.57M,-1.69%
28.75,28.75,27.75,28.0,3.75M,-3.45%
29.0,29.25,28.0,28.5,2.89M,1.79%
28.5,29.25,28.5,29.0,5.41M,1.75%
28.75,29.25,28.75,28.75,2.04M,-0.86%
29.0,29.25,28.75,29.0,2.00M,0.87%
29.0,29.25,29.0,29.0,5.69M,0.00%
29.0,29.0,28.25,28.5,5.13M,-1.72%
28.5,29.0,28.5,28.5,3.34M,0.00%
28.75,28.75,28.25,28.25,4.69M,-0.88%
28.75,28.75,28.0,28.25,10.49M,0.00%
28.25,29.25,28.25,28.75,3.96M,1.77%
29.25,29.75,29.0,29.0,2.22M,0.87%
29.75,29.75,28.75,29.25,10.04M,0.86%
29.25,29.25,28.25,28.5,3.54M,-2.56%
28.5,29.0,28.25,28.5,656.50K,0.00%
28.5,29.0,28.5,28.5,748.10K,0.00%
28.75,29.0,28.5,28.75,5.93M,0.88%
29.0,29.0,28.5,28.5,4.90M,-0.87%
28.5,29.0,28.5,28.5,3.33M,0.00%
28.75,28.75,28.25,28.5,11.46M,0.00%
28.5,28.5,27.75,28.0,2.68M,-1.75%
28.25,28.5,27.75,27.75,4.55M,-0.89%
28.0,28.5,28.0,28.0,18.66M,0.90%
28.0,28.25,28.0,28.0,5.93M,0.00%
28.25,28.25,28.0,28.0,1.40M,0.00%
28.0,28.25,28.0,28.0,5.17M,0.00%
28.25,29.5,28.25,28.75,6.59M,2.68%
29.0,29.25,28.25,28.75,3.04M,0.00%
29.0,29.0,28.25,28.25,4.95M,-1.74%
28.5,29.0,28.5,28.5,2.02M,0.88%
28.5,29.0,28.5,28.75,7.53M,0.88%
28.75,29.25,28.75,29.0,8.72M,0.87%
29.0,29.0,28.75,28.75,6.70M,-0.86%
28.75,29.5,28.75,29.0,961.20K,0.87%
29.0,29.5,29.0,29.0,7.50M,0.00%
29.0,29.5,29.0,29.0,6.42M,0.00%
29.0,29.25,29.0,29.0,3.05M,0.00%
29.0,29.25,29.0,29.0,2.50M,0.00%
29.0,29.5,29.0,29.0,1.65M,0.00%
29.25,30.5,29.0,29.75,4.93M,2.59%
29.75,30.25,29.75,29.75,1.96M,0.00%
30.0,30.0,29.5,29.5,2.73M,-0.84%
29.75,29.75,28.0,28.25,9.08M,-4.24%
28.0,28.0,27.0,27.75,1.73M,-1.77%
27.75,29.0,27.75,28.25,5.22M,1.80%
28.5,28.5,27.5,27.75,5.44M,-1.77%
28.25,28.25,27.5,27.75,4.17M,0.00%
28.0,28.0,27.25,27.5,6.80M,-0.90%
27.75,27.75,27.25,27.25,773.10K,-0.91%
27.25,27.75,27.0,27.0,2.36M,-0.92%
27.0,27.25,26.75,27.0,6.19M,0.00%
27.0,27.25,25.75,26.25,12.51M,-2.78%
26.25,26.75,26.25,26.5,9.14M,0.95%
26.5,26.75,26.25,26.5,5.17M,0.00%
26.5,27.25,26.5,26.75,7.27M,0.94%
27.0,27.25,25.75,26.5,9.36M,-0.93%
25.5,25.75,24.5,24.75,9.36M,-6.60%
25.0,25.25,23.75,24.0,19.41M,-3.03%
24.5,26.0,24.5,25.0,23.27M,4.17%
25.0,25.25,24.75,24.75,7.50M,-1.00%
25.0,25.0,24.5,24.75,2.70M,0.00%
24.75,25.0,24.5,24.75,14.90M,0.00%
25.0,25.0,24.0,24.5,5.98M,-1.01%
24.5,25.0,24.0,24.0,2.90M,-2.04%
24.0,24.75,24.0,24.25,13.93M,1.04%
24.5,24.5,24.25,24.25,5.16M,0.00%
24.25,24.75,24.25,24.5,21.58M,1.03%
24.5,25.0,24.5,24.75,12.41M,1.02%
24.75,25.0,24.5,24.5,4.29M,-1.01%
24.75,25.0,24.25,24.5,3.53M,0.00%
25.0,25.0,23.5,24.0,7.96M,-2.04%
24.0,24.0,22.75,23.0,7.61M,-4.17%
23.0,23.5,21.75,22.25,8.48M,-3.26%
23.0,24.0,22.5,23.5,13.37M,5.62%
23.75,24.25,23.75,23.75,4.37M,1.06%
